id;tanggal;keterangan;jumlah;bank;cabang;allocate;remark;checked_by;checked_time;checker_status;checker_remark
1348;2012-11-21;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA 03630 ;19964000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA 04390;dani;12/05/12 01:17 AM;0;
1349;2012-11-21;SETORAN KLIRING #WARKAT L:00 I:01 CAHAYA BARU 04583 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 CAHAYA BARU 04583 ;dani;12/05/12 01:18 AM;0;
1350;2012-11-21;SETORAN TUNAI MDN BERKAT BARU(3378) USAHA BARU(4460) JAYA (4337) KARYA VIKA (3527) ;80375000.00;BCA;8115;1;SETORAN TUNAI MDN BERKAT BARU(03378=Rp.20.125.000) USAHA BARU(04460=Rp.20jt) JAYA BARU(04337=Rp.20.125.000) KARYA VIKA (04298=Rp.20.125.000) ;dani;12/05/12 01:21 AM;0;
1351;2012-11-21;TRSF E-BANKING CR 21/11 WSID:59571 YULIANTI DEWI SE ;20500000.00;BCA;0;1;TRSF E-BANKING CR 21/11 WSID:59571 PL. Sinar Madani 04854;dani;12/10/12 08:13 PM;0;
1352;2012-11-21;TRSF E-BANKING CR 2111/FTSCY/WS95011 98750000.00 byr 2500sak semen dari PL Berkat ROMI ;98750000.00;BCA;0;0;;;0000-00-00 00:00:00;0;
1353;2012-11-22;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PRIMA ANDALAS(3644) ;20500000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
1354;2012-11-22;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG IDOLA JAYA 4068 ;20125000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PL. IDOLA JAYA 04068 ;dani;12/03/12 09:04 PM;0;
1355;2012-11-22;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SABAR MULIA 4611 ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PL. SABAR MULIA 04611 ;dani;12/03/12 09:08 PM;0;
1356;2012-11-22;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG DANDA NINDI 4560 ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PL. NANDA NINDI 04560 ;dani;12/03/12 09:09 PM;0;
1357;2012-11-22;SETORAN KLIRING #WARKAT L:01 I:00 KLG KENCANA AGUNG(BELI DO) ;118500000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
1358;2012-11-22;SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU 046578 ;20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. BIMA MAJU 04578 ;dani;12/03/12 09:09 PM;0;
1359;2012-11-22;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04675 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. SINAR JAYA perbaungan 04675 ;dani;12/03/12 09:11 PM;0;
1360;2012-11-22;SETORAN KLIRING #WARKAT L:00 I:01 NAGA MAS (04309 04365) ;50000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. NAGA MAS (04309-Rp.20jt, 04365=Rp.20jt, 04326=Rp.10jt) ;dani;12/03/12 09:13 PM;0;
1361;2012-11-22;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI 04242 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. SERBA JADI 04642 ;dani;12/03/12 09:14 PM;0;
1362;2012-11-22;SETORAN KLIRING #WARKAT L:00 I:01 PL SEJAHTERA ;95000000.00;BCA;8285;0;;;0000-00-00 00:00:00;0;
1363;2012-11-22;TRSF E-BANKING CR 2211/FTSCY/WS95011 20000000.00 ud bangun sari DAHNIAR ;20000000.00;BCA;0;1;TRSF E-BANKING CR 2211ud bangun sari 04584;dani;12/03/12 09:14 PM;0;
1364;2012-11-22;TRSF E-BANKING CR 11/22 75511 UD.TAS KIRIM RAYA JUNIAMAN SARAGIH ;20400000.00;BCA;0;1;TRSF E-BANKING CR 11/22 75511 UD.TAS KIRIM ke RAYA 04189;dani;12/03/12 09:15 PM;0;
1365;2012-11-22;TRSF E-BANKING CR 2211/FTSCY/WS95011 20000000.00 Duniaco kisaran 04397 MEDIANA ;20000000.00;BCA;0;1;TRSF E-BANKING CR 2211/FTSCY/WS95011dari PL. Dunia co 04397;dani;12/03/12 09:16 PM;1;indri
1366;2012-11-22;SETORAN VERA JULIANTI TUNAS FAMILY (04558) ;20000000.00;BCA;8285;1;SETORAN VERA JULIANTI TUNAS FAMILY (04558) ;dani;12/03/12 09:17 PM;1;indri
1367;2012-11-22;KR OTOMATIS LLG-CIMB NIAGA GT. RUSMIATY ;20000000.00;BCA;965;1;KR OTOMATIS LLG-CIMB NIAGA GT. RUSMIATY  UD. US siantar 04645;dani;12/03/12 09:17 PM;1;indri
1368;2012-11-22;KR OTOMATIS LLG-BRI KCK SUDIRM UD LINSA PT GUNUNG PANTARA BARIS 8115054526 3 ;11550000.00;BCA;965;1;KR OTOMATIS LLG-BRI KCK SUDIRM UD LINSA  04786;dani;12/03/12 09:21 PM;1;indri
1369;2012-11-23;SETORAN KLIRING #WARKAT L:01 I:00 MAJA AGUNG(4220) ;20375000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 PL. MAJA AGUNG(04220) ;dani;12/03/12 08:46 PM;0;
1370;2012-11-23;SETORAN KLIRING #WARKAT L:00 I:01 SELAMA INDAH 03662 ;20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. SELAMA INDAH 04417;dani;12/03/12 08:46 PM;0;
1371;2012-11-23;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 03678 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04527;dani;12/03/12 08:47 PM;0;
1372;2012-11-23;SETORAN TUNAI AGUS UD IMPOIS 03818 KISARAN ;20000000.00;BCA;297;1;SETORAN TUNAI PL. Perdana jaya 03818;dani;12/03/12 08:48 PM;0;
1373;2012-11-23;SETORAN TUNAI JAMILAH SEMEN 500SAK PL NINO JAYA ;20125000.00;BCA;297;1;SETORAN TUNAI PL MINO JAYA 04476;dani;12/03/12 08:49 PM;0;
1374;2012-11-23;SETORAN TUNAI JAMILAH PL NASPA SEMEN 500 SAK ;20125000.00;BCA;297;1;SETORAN TUNAI PL NASPA 04045;dani;12/03/12 08:51 PM;0;
1375;2012-11-23;SETORAN TUNAI JAMILAH SEMEN 500SAK PL UD RIDHO ;4875000.00;BCA;297;1;SETORAN TUNAI kekurangan PL UD RIDHO 02922;dani;12/03/12 08:51 PM;0;
1376;2012-11-23;SETORAN TUNAI JAMILAH SEMEN 500SAK PL MITRA JAYA UTAMA SIMPANG DOLOK ;14000000.00;BCA;297;1;SETORAN TUNAI PL MITRA JAYA UTAMA 04469;dani;12/03/12 08:52 PM;0;
1377;2012-11-23;KR OTOMATIS LLG-BPD SUMUT MEDA UD FAUZAR PEMBAYARAN BARANG DAGANG ;20250000.00;BCA;965;1;KR OTOMATIS LLG-BPD SUMUT UD FAUZAR 04742;dani;12/03/12 08:53 PM;0;
1378;2012-11-23;TRSF E-BANKING CR 2311/FTSCY/WS95011 20250000.00 MRB DN 03691 HERWIN SYAHPUTRA ;20250000.00;BCA;0;1;TRSF E-BANKING CR 2311/FTSCY/WS95011 20250000.00 MERBAU 04481;dani;12/03/12 08:54 PM;0;
1379;2012-11-23;SETORAN TUNAI MARWAN SEMEN 500 SAK UD MARYAM 03664 ;20125000.00;BCA;8285;1;SETORAN TUNAI UD MARYAM 04413 ;dani;12/03/12 08:55 PM;1;indri
1380;2012-11-23;SETORAN VERA JULIANTI SINAR JAYA(04634) ;20000000.00;BCA;8285;1;SETORAN PL. SINAR JAYATJB (04634) ;dani;12/03/12 08:56 PM;0;
1381;2012-11-23;KR OTOMATIS LLG-PANIN PEKAN BA YUWANDY ;64500000.00;BCA;965;1;KR OTOMATIS LLG-PANIN PL. Bintang karya mandiri 04414,04451,04493;dani;12/03/12 08:57 PM;0;
1382;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG USAHA BARU(04222);20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG USAHA BARU BT. KUIS(04222);dani;12/03/12 08:29 PM;1;indri
1383;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PERMATA INDAH(04655) ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PERMATA INDAH(04655) ;dani;12/03/12 08:30 PM;0;
1384;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG 8S JAYA (04555-1) ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SS JAYA (04551-1) ;dani;12/03/12 08:31 PM;0;
1385;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 KLG SINGMA TRPL E BLCK(03528) ;20125000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG SIGMA TRIPLE BLOCK(04296) ;dani;12/03/12 08:32 PM;0;
1386;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG KLUMPAN G JAYA(04195) ;20250000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PL. KLUMPAN G JAYA(04195) ;dani;12/03/12 08:32 PM;0;
1387;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 STR CAHAYA SINA R LOGAM(03592) ;20250000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR PL. CAHAYA SINAR LOGAM(04383) ;dani;12/03/12 08:33 PM;0;
1388;2012-11-26;SETORAN KLIRING #WARKAT L:01 I:00 MAJU JAYA 03594 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:01 I:00 PL. MAJU JAYA 04270;dani;12/03/12 08:33 PM;0;
1389;2012-11-26;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA 03603 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA 04381;dani;12/03/12 08:34 PM;0;
1390;2012-11-26;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04528 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04528 ;dani;12/03/12 08:34 PM;0;
1391;2012-11-26;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 03693 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04504;dani;12/03/12 08:35 PM;0;
1392;2012-11-26;SETORAN KLIRING #WARKAT L:00 I:01 NAGA MAS (04326 04386 04398) ;50000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. NAGA MAS (04326=Rp.20jt, 04386=Rp.20jt,  04398=Rp.10jt) ;dani;12/03/12 08:36 PM;1;indri
1393;2012-11-26;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04676 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04676 ;dani;12/03/12 08:37 PM;0;
1394;2012-11-26;TRSF E-BANKING CR TANGGAL :25/11 25/11 WSID:69641 YULIANTI DEWI SE ;20500000.00;BCA;0;0;;;0000-00-00 00:00:00;0;
1395;2012-11-26;TRSF E-BANKING CR 2611/FTSCY/WS95011 20000000.00 do.04585(BK8791DL) dr ud.martimbul-ks SUMARDI CHANDRA ;20000000.00;BCA;0;1;TRSF E-BANKING CR 2611 do.04585 dr ud.martimbul;dani;12/03/12 08:37 PM;0;
1396;2012-11-26;SETORAN TUNAI SUDIRMAN TJB ;20000000.00;BCA;52;1;SETORAN TUNAI SUDIRMAN TJB   PL. Sinar family tjb 04586;dani;12/03/12 08:38 PM;0;
1397;2012-11-26;SETORAN TUNAI EDY SUWANTO NO INV 04467 ;20000000.00;BCA;52;1;SETORAN TUNAI PL. Rezeki makmur 04467 ;dani;12/03/12 08:39 PM;0;
1398;2012-11-26;TRSF E-BANKING CR 2611/FTSCY/WS95011 20000000.00 04787 merbau ke megah gracindo HERWIN SYAHPUTRA ;20000000.00;BCA;0;1;TRSF E-BANKING CR 261 dari UD. merbau 04787;dani;12/03/12 08:40 PM;0;
1399;2012-11-26;KR OTOMATIS LLG-MUAMALAT SUDIR MUHAMMAD YUSUF TRANSFER SKN MUHAM MAD YUSUF ;21250000.00;BCA;965;1;KR OTOMATIS LLG-MUAMALAT PL. Sumber Pembangunan 04594;dani;12/07/12 02:41 AM;1;indri
1400;2012-11-26;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI / C BCA MEDAN ;20000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA PL. Tetap jaya ksr 04770;dani;12/06/12 01:54 AM;0;
1401;2012-11-26;SETORAN TUNAI NOVISANTI DO: 03525 (PL.RUDI) ;20125000.00;BCA;8115;1;SETORAN TUNAI (PL.RUDI) 04319;dani;12/03/12 08:41 PM;0;
1402;2012-11-26;TRSF E-BANKING CR 26/11 WSID:69641 YULIANTI DEWI SE ;20500000.00;BCA;0;0;;;0000-00-00 00:00:00;0;
1403;2012-11-26;KR OTOMATIS LLG-BUKOPIN GAJAH RIZA/JAYA PAVING B PBY SEMEN 500 ZAK PRP BCA KCP HM YA ;20250000.00;BCA;965;1;KR OTOMATIS LLG-BUKOPIN dari Pl. Jaya paving Block 04640;dani;12/03/12 08:42 PM;1;indri
1404;2012-11-26;TRSF E-BANKING CR 2611/FTSCY/WS95011 20125000.00 pursida PINTA RONITTO SITA ;20125000.00;BCA;0;1;TRSF E-BANKING CR 2611 dari PL. Pursida 04581;dani;12/03/12 08:43 PM;0;
1405;2012-11-26;SETORAN IDWAN TEK SUE (04643) ;20500000.00;BCA;8115;1;SETORAN Tunai TEK SUE (03850);dani;12/03/12 08:44 PM;0;
1406;2012-11-26;SETORAN TUNAI HERWIN IPR ;20500000.00;BCA;8285;1;SETORAN TUNAI PL. Utama bangunan 04733;dani;12/03/12 08:44 PM;0;
1407;2012-11-27;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TEK SUE (041188) ;20400000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TEK SUE (04188) ;dani;12/03/12 07:56 PM;0;
1408;2012-11-27;SETORAN KLIRING #WARKAT L:01 I:00 STR SUSAN PILAR (03446 03656) ;40000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 PL. SUSAN PILAR (04251=Rp.20jt, 04482=Rp.20jt) ;dani;12/03/12 07:57 PM;0;
1409;2012-11-27;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG GRAHA ANGGREK(03567) ;20500000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG BERKAT GRAHA ANGGREK(04277) ;dani;12/03/12 07:58 PM;0;
1410;2012-11-27;SETORAN KLIRING #WARKAT L:00 I:01 STR KLG SETIA KAWAN(03962) ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:00 I:01 STR KLG SETIA KAWAN(03962) ;dani;12/03/12 07:59 PM;0;
1411;2012-11-27;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG GRAHA A NGGREK(04206) ;20500000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG BERKAT GRAHA ANGGREK(04206) ;dani;12/03/12 07:59 PM;0;
1412;2012-11-27;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA 04549 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA 04549 ;dani;12/03/12 08:00 PM;0;
1413;2012-11-27;SETORAN KLIRING #WARKAT L:00 I:01 ANDRE (04699) ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL. ANDRE (04699) ;dani;12/03/12 08:00 PM;0;
1414;2012-11-27;SETORAN TUNAI JUNIAMAN SARAGH UD TAS KIRIM MEREK ;21000000.00;BCA;8200;1;SETORAN TUNAI UD TAS, diKIRIM ke MEREK 04540;dani;12/03/12 08:01 PM;0;
1415;2012-11-27;SETORAN TUNAI SUSILAWATY PEMBYRN SEMEN S/D TGL 26/11 D ARI KALI JATI ;61500000.00;BCA;175;1;SETORAN TUNAI SUSILAWATY PBY SEMEN DARI  KALI JATI  04577,04804, Sejati binjai 04717;dani;12/06/12 01:51 AM;0;
1416;2012-11-27;SETORAN TUNAI TOKO TRI V JAYA TOKO TRI V JAYA ;20000000.00;BCA;7985;1;SETORAN TUNAI TOKO TRI V JAYA 04638;dani;12/03/12 08:03 PM;1;indri
1417;2012-11-27;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA/BONNY BCA KUALA TANJUNG ;20000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA 04511;dani;12/03/12 08:03 PM;1;indri
1418;2012-11-27;SETORAN KLIRING STR CL LKL #WARKAT L:01 I:00 ;378000000.00;BCA;8235;1;SETORAN KLIRING PL. Asia Maju 03855,03856,03801,03880,03897,03959,03974,03927,04011,04139,04110,04149,04150,04219,04293,04302,04303,04304;dani;12/03/12 08:06 PM;1;indri
1419;2012-11-27;TRSF E-BANKING CR 2711/FTSCY/WS95011 18500000.00 Tetap Jaya RAMAWATY ;18500000.00;BCA;0;0;;;0000-00-00 00:00:00;0;
1420;2012-11-27;TRSF E-BANKING CR 2711/FTSCY/WS95011 100000000.00 Tetap Jaya DO 3000sak RAMAWATY ;100000000.00;BCA;0;0;;;0000-00-00 00:00:00;0;
1421;2012-11-27;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA/BENNY BANK BCA CAB.K.TAN JUNG ;20000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA 04591;dani;12/03/12 08:07 PM;1;indri
1422;2012-11-27;SETORAN TUNAI ;20000000.00;BCA;8000;1;SETORAN TUNAI PL. Bahagia jaya Bypast 04734;dani;12/10/12 08:11 PM;0;
1423;2012-11-27;KR OTOMATIS LLG-BRI KCK SUDIRM UD LINSA PT GUNUNG PANTARA BARIS 8115054526 ;17325000.00;BCA;965;1;KR OTOMATIS LLG-BRI KCK SUDIRM UD LINSA 04841;dani;12/06/12 01:52 AM;0;
1424;2012-11-27;KR OTOMATIS LLG-EKONOMI RAHARJ FEBRINA SIONADER ;20250000.00;BCA;965;1;KR OTOMATIS LLG-EKONOMI PL. Sunggal block 04555;dani;12/03/12 08:08 PM;1;indri
1425;2012-11-27;TRSF E-BANKING CR 11/27 79571 EDY DHARMAWAN ;20000000.00;BCA;0;1;TRSF E-BANKING Pl. Sinar makmur 04614;dani;12/03/12 08:09 PM;1;indri
1426;2012-11-28;SETORAN KLIRING #WARKAT L:00 I:01 ;20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01  Sinar jaya 04658;dani;12/03/12 07:44 PM;1;indri
1427;2012-11-28;SETORAN KLIRING #WARKAT L:00 I:01 PELITA 04721 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PELITA 04721 ;dani;12/03/12 07:44 PM;1;indri
1428;2012-11-28;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI 04615 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI 04615 ;dani;12/03/12 07:45 PM;1;indri
1429;2012-11-28;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR 04765 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR sunggal 04765 ;dani;12/03/12 07:45 PM;1;indri
1430;2012-11-28;SETORAN KLIRING #WARKAT L:00 I:01 CAHAYA BARU 04728 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 CAHAYA BARU 04728 ;dani;12/03/12 07:46 PM;1;indri
1431;2012-11-28;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04565 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04565 ;dani;12/03/12 07:46 PM;1;indri
1432;2012-11-28;SETORAN TUNAI ANI JINGGA PLUNASAN FAK (14/11/12) (15/11/12) (18/11/12) ;60000000.00;BCA;8200;1;SETORAN TUNAI PL. Obor 04566,04567,04683;dani;12/03/12 07:47 PM;1;indri
1433;2012-11-28;SETORAN TUNAI PARISAL DLM PL.HARAPAN BARU ;21375000.00;BCA;8235;1;SETORAN TUNAI PL.HARAPAN BARU 04433 ;dani;12/03/12 07:48 PM;1;indri
1434;2012-11-28;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI / C BCA MEDAN ;20000000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA PL. Tetap jaya ksr 04813;dani;12/10/12 08:08 PM;0;
1435;2012-11-28;SETORAN TUNAI IDWAN KARYA VIKA (460 1) BERKAT BARU (4212) ;39042500.00;BCA;8115;1;SETORAN TUNAI PL. KARYA VIKA (04601=Rp.20.125.000) PL. BERKAT BARU (04212=Rp.18.917.500) ;dani;12/03/12 07:50 PM;1;indri
1436;2012-11-28;KR OTOMATIS LLG-MUAMALAT SUDIR MUHAMMAD YUSUF TRANSFER SKN MUHAM MAD YUSUF ;21500000.00;BCA;965;1;KR OTOMATIS LLG-MUAMALAT PL. Sumber Pembangunan 04693;dani;12/03/12 07:51 PM;1;indri
1437;2012-11-28;SETORAN TUNAI EDY SUWANTO PEMBAYARAN NO I NUD4609 DR REZE KI MAKMUR T.BAL AI ;20000000.00;BCA;52;1;SETORAN TUNAI DR REZE KI MAKMUR T.BALAI 04609;dani;12/03/12 07:52 PM;1;indri
1438;2012-11-28;SETORAN TUNAI ;20250000.00;BCA;8075;1;SETORAN TUNAI PL. KPUM 04887;dani;12/10/12 08:09 PM;0;
1439;2012-11-28;SETORAN TUNAI JAMILAH SEMEN 500SAK PL MITRA PERKASA ;20500000.00;BCA;297;0;;;0000-00-00 00:00:00;0;
1440;2012-11-28;SETORAN TUNAI JAMILAH SEMEN 500SAK PL ANTARA JAYA ;20125000.00;BCA;297;1;SETORAN TUNAI PL ANTARA JAYA 04288;dani;12/03/12 07:52 PM;1;indri
1441;2012-11-28;SETORAN TUNAI JAMILAH PL NIKO UJUNG K UBU SEMEN 500 S AK ;20125000.00;BCA;297;1;SETORAN TUNAI PL Mino UJUNG KUBU 04499;dani;12/03/12 07:53 PM;1;indri
1442;2012-11-28;SETORAN TUNAI JAMILAH SEMEN 500SAK PL RIMBUN JAYA ;20125000.00;BCA;297;1;SETORAN TUNAI PL RIMBUN JAYA 04042;dani;12/03/12 07:54 PM;1;indri
1443;2012-11-28;SETORAN TUNAI IRWANSYAH BAYAR 500 SAK SEMEN TEBING TINGGI ;20250000.00;BCA;42;1;SETORAN TUNAI PL. Fariz 04606;dani;12/03/12 07:54 PM;1;indri
1444;2012-11-29;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG ANEKA DELI TUA(4826) ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG ANEKA DELI TUA(04826) ;dani;12/06/12 01:33 AM;0;
1445;2012-11-29;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04750 ;20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04750 ;dani;12/03/12 07:36 PM;1;indri
1446;2012-11-29;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04777 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA 04777 ;dani;12/06/12 01:34 AM;0;
1447;2012-11-29;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04590 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS 04590 ;dani;12/03/12 07:36 PM;1;indri
1448;2012-11-29;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA 03655 ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA 04483;dani;12/03/12 07:37 PM;1;indri
1449;2012-11-29;SETORAN KLIRING #WARKAT L:00 I:01 CAHAYA BARU 04793 ;20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 CAHAYA BARU 04793 ;dani;12/06/12 01:33 AM;0;
1450;2012-11-29;TRSF E-BANKING CR 2911/FTSCY/WS95011 20000000.00 tk new maju jaya t.tinggi. 04706 SURIANTO ;20000000.00;BCA;0;1;TRSF E-BANKING CR 2911/FTSCY PL. maju jaya t.tinggi. 04706 ;dani;12/10/12 08:07 PM;0;
1451;2012-11-29;TRSF E-BANKING CR 2911/FTSCY/WS95011 20000000.00 do.04794(BK8072DI) dr ud.martimbul-ks SUMARDI CHANDRA ;20000000.00;BCA;0;1;TRSF E-BANKING CR 2911/FTSCY do.04794 dr ud.martimbul;dani;12/03/12 07:38 PM;1;indri
1452;2012-11-29;SETORAN TUNAI SARDJANA PANGLONG IQBAL JAYA D/N 03600 ;19880000.00;BCA;8195;1;SETORAN TUNAI SARDJANA PANGLONG IQBAL JAYA 04380-1 (kekurangan Rp.120.000 semen membatu dipotong ongkos johan);dani;12/03/12 07:39 PM;1;indri
1453;2012-11-29;SETORAN TUNAI - PONIJAN USAHA BARU ;20375000.00;BCA;8430;1;SETORAN TUNAI - PONIJAN USAHA BARU Tj.morawa 03844;dani;12/03/12 07:40 PM;1;indri
1454;2012-11-29;KR OTOMATIS LLG-MUAMALAT SUDIR MUHAMMAD YUSUF TRANSFER SKN MUHAM MAD YUSUF ;21000000.00;BCA;965;1;KR OTOMATIS LLG-MUAMALAT PL. Sumber Pembangunan 04738;dani;12/07/12 02:41 AM;1;indri
1455;2012-11-29;SETORAN TUNAI EDY SUWANTO PEMBYRAN INV 04575 ;20000000.00;BCA;52;1;SETORAN TUNAI DARI PL. REZEKI MAKMUR4 TG BALAI   04575;dani;12/03/12 07:42 PM;1;indri
1456;2012-11-29;SETORAN TUNAI IDWAN SUMBER ILHAM(4257 4318) ;250000.00;BCA;8115;1;SETORAN TUNAI kekurangan bayar PL. SUMBER ILHAM(04257=125.000, 04318-1=125.000) ;dani;12/03/12 07:43 PM;1;indri
1457;2012-11-30;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG ASBES ANGSA (3524) ;19920000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PL. ASBES ANGSA (04233-1) ;dani;12/11/12 11:50 PM;0;
1458;2012-11-30;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SABAR MULIA(4776) ;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PL. SABAR MULIA(04776) ;dani;12/11/12 11:51 PM;0;
1459;2012-11-30;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG KARYA JAYA(3509) ;20375000.00;BCA;8115;0;;;0000-00-00 00:00:00;0;
1460;2012-11-30;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER ILHAM (3928 4257 4318) ;60375000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER ILHAM (03928-1, 04257, 04318-1) ;dani;12/11/12 11:52 PM;0;
1461;2012-11-30;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA ;20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA 04316;dani;12/11/12 11:52 PM;0;
